12710706.215499423,370432.6436830908,12742488.470176257,402418.62236192415
12608419.899731256,339936.7696355954,12648052.823418006,372250.5642598454
12679125.36396309,338939.4642155096,12710923.543148756,371192.4610610929
12647831.514805507,371192.46106109023,12679514.893367756,403709.3159747569
12743225.063191257,433126.8470345959,12775281.509905007,465361.6742970959
12647923.753466174,435107.68034326285,12680266.084450673,466985.51881842955
12616849.556100257,371764.4802582562,12648057.13672959,403903.08592842286
12773828.106971923,338023.95456359535,12806178.731575007,370071.6476859287
12679199.685008671,402394.40128175914,12711647.526280837,435107.6803432591
12742458.276339006,401481.29319984466,12774981.769362755,433790.44282026135
12627167.74642184,435594.09636517614,12648043.864774507,467356.1112530928
12647553.80013784,339230.0400779247,12679514.894352008,371764.4805863414
12774981.767722338,432761.8697461784,12806832.704348423,464814.53923651174
12647845.783149675,403118.05239351094,12680248.166835591,435594.09603709425
12774166.540350173,369840.0526766777,12806586.178594757,401481.29319984437
12710706.215499423,402244.7601768449,12743236.674060423,434002.13006092823
12742278.77407334,338272.4714550078,12774166.540350173,370496.01691592444
12679963.483677924,434002.1300609261,12711647.527593173,466777.7872785094
12711293.829809755,433790.11112800986,12743266.868225755,465731.62860967655
12622191.450928256,403709.3159747571,12647923.753466172,435923.5612574238
12710747.690154005,338702.4817498401,12742484.488556921,370527.20615800674
12679199.685336757,370462.17380776256,12710923.54347684,403118.0520654292
12742420.451611508,370023.8689100966,12774260.438128257,402244.7601768466
12774287.646407172,401173.05300267786,12806532.427061839,433126.8470345945
12777105.273974005,378627.38779225945,12783742.226579338,382604.64853850944
12745300.444539174,411382.80554901063,12749483.553955091,414784.241987594
12718715.06923234,372686.9912085086,12733456.997425592,386329.18406842527
12651313.25029609,400578.8032069281,12658419.71836659,406563.9716827614
12646622.774768922,452625.6252941787,12669452.732389756,467218.29591192876
12758085.624677423,346355.3995148465,12768662.34532184,357359.4759318465
12773943.572292171,343530.8041141778,12784537.546182921,351881.49312142783
12775008.75979434,425130.850231342,12786675.98350709,435652.8245941753
12623891.783485591,422882.67460959405,12632744.010203674,434161.47816742735
12611712.32949809,340775.554375343,12612722.322228756,342094.7827080097
12622459.779787924,416608.6195724234,12633100.285081673,424778.6534291734
