T2N R13W  
T1N R16W  
T1N R14W  
T2N R15W  
T4N R12W  
T4N R15W  
T2N R16W  
T1N R11W  
T3N R14W  
T3N R12W  
T4N R16W   
T1N R15W  
T4N R11W  
T3N R15W
T2N R11W  
T3N R13W  
T1N R12W  
T4N R14W  
T4N R13W  
T3N R16W  
T1N R13W  
T2N R14W  
T2N R12W  
T3N R11W  
